 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
1540.0,7.398727817221808e-33
1540.001800360072,8.159763973872846e-33
1540.003600720144,8.998497264822906e-33
1540.005401080216,9.922799765607267e-33
1540.007201440288,1.0941334937526025e-32
1540.00900180036,1.2063636554080067e-32
1540.0108021604321,1.3300195437224424e-32
1540.012602520504,1.4662554765268742e-32
1540.0144028805762,1.616341479748375e-32
1540.016203240648,1.7816747932555818e-32
1540.0180036007202,1.963792511817838e-32
1540.0198039607922,2.1643854715599089e-32
1540.021604320864,2.385313504311366e-32
1540.0234046809362,2.628622192868168e-32
1540.0252050410081,2.896561273816767e-32
1540.0270054010803,3.1916048489499126e-32
1540.0288057611522,3.51647358063935e-32
1540.0306061212243,3.8741590654377175e-32
1540.0324064812962,4.267950596562085e-32
1540.0342068413684,4.701464548869616e-32
1540.0360072014403,5.178676639539507e-32
1540.0378075615124,5.703957345262424e-32
1540.0396079215843,6.282110780232574e-32
1540.0414082816562,6.918417372287628e-32
1540.0432086417284,7.618680703367294e-32
1540.0450090018003,8.389278917788852e-32
1540.0468093618724,9.237221141088114e-32
1540.0486097219443,1.0170209391070673e-31
1540.0504100820165,1.1196706514500802e-31
1540.0522104420884,1.2326010727096023e-31
1540.0540108021605,1.3568337397301707e-31
1540.0558111622324,1.4934908767190016e-31
1540.0576115223046,1.643805237918004e-31
1540.0594118823765,1.8091309040528894e-31
1540.0612122424484,1.990955124769516e-31
1540.0630126025205,2.1909113070250704e-31
1540.0648129625924,2.410793259538362e-31
1540.0666133226646,2.6525708140299415e-31
1540.0684136827365,2.918406954443666e-31
1540.0702140428086,3.2106765994119908e-31
1540.0720144028805,3.5319871950658837e-31
1540.0738147629527,3.8852012923428295e-31
1540.0756151230246,4.273461297066951e-31
1540.0774154830967,4.700216601506803e-31
1540.0792158431686,5.16925332298167e-31
1540.0810162032406,5.684726899491555e-31
1540.0828165633127,6.25119781303296e-31
1540.0846169233846,6.873670738569323e-31
1540.0864172834567,7.557637445154108e-31
1540.0882176435287,8.30912380359468e-31
1540.0900180036008,9.134741292973868e-31
1540.0918183636727,1.0041743429745118e-30
1540.0936187237448,1.1038087589036974e-30
1540.0954190838168,1.2132502725196495e-30
1540.097219443889,1.3334563553535493e-30
1540.0990198039608,1.4654771799833285e-30
1540.1008201640327,1.6104645189664792e-30
1540.1026205241049,1.769681490431009e-30
1540.1044208841768,1.9445132302970374e-30
1540.106221244249,2.1364785786951995e-30
1540.1080216043208,2.3472428755220542e-30
1540.109821964393,2.5786319702125788e-30
1540.1116223244649,2.8326475590632817e-30
1540.113422684537,3.1114839757084488e-30
1540.115223044609,3.417546570161912e-30
1540.117023404681,3.753471826493045e-30
1540.118823764753,4.122149380885097e-30
1540.1206241248249,4.526746119273959e-30
1540.122424484897,4.970732548093774e-30
1540.124224844969,5.457911650993962e-30
1540.126025205041,5.992450464439081e-30
1540.127825565113,6.578914624427497e-30
1540.129625925185,7.22230616345653e-30
1540.131426285257,7.928104858363168e-30
1540.1332266453292,8.702313462183904e-30
1540.135027005401,9.55150717868182e-30
1540.136827365473,1.048288777685916e-29
1540.1386277255451,1.1504342774067545e-29
1540.140428085617,1.2624510158993066e-29
1540.1422284456892,1.3852849169893008e-29
1540.144028805761,1.519971768566627e-29
1540.1458291658332,1.6676456846738192e-29
1540.1476295259051,1.8295483569462794e-29
1540.1494298859773,2.0070391689510118e-29
1540.1512302460492,2.2016062525057098e-29
1540.1530306061213,2.4148785736109024e-29
1540.1548309661932,2.648639142197008e-29
1540.1566313262651,2.904839450039654e-29
1540.1584316863373,3.185615249262875e-29
1540.1602320464092,3.4933037949889834e-29
1540.1620324064813,3.830462687163057e-29
1540.1638327665532,4.199890457460872e-29
1540.1656331266254,4.6046490627179917e-29
1540.1674334866973,5.048088458284261e-29
1540.1692338467694,5.533873443455877e-29
1540.1710342068413,6.066012985286683e-29
1540.1728345669135,6.648892249386275e-29
1540.1746349269854,7.287307583079757e-29
1540.1764352870573,7.986504722738938e-29
1540.1782356471294,8.752220517697964e-29
1540.1800360072014,9.590728492015633e-29
1540.1818363672735,1.0508888594921022e-28
1540.1836367273454,1.1514201518588094e-28
1540.1854370874175,1.2614868002158094e-28
1540.1872374474895,1.3819853571290096e-28
1540.1890378075616,1.5138959211112418e-28
1540.1908381676335,1.6582898506278437e-28
1540.1926385277056,1.8163381839567296e-28
1540.1944388877776,1.9893208282841836e-28
1540.1962392478495,2.178636588250801e-28
1540.1980396079216,2.3858141093724864e-28
1540.1998399679935,2.6125238191748078e-28
1540.2016403280657,2.8605909564412456e-28
1540.2034406881376,3.1320097860188086e-28
1540.2052410482097,3.4289591069875554e-28
1540.2070414082816,3.7538191696301456e-28
1540.2088417683538,4.109190129133997e-28
1540.2106421284257,4.497912172945722e-28
1540.2124424884978,4.923087473522294e-28
1540.2142428485697,5.388104128834815e-28
1540.2160432086416,5.89666227049732e-28
1540.2178435687138,6.452802532454775e-28
1540.2196439287857,7.060937092054104e-28
1540.2214442888578,7.725883514503521e-28
1540.2232446489297,8.452901649397313e-28
1540.2250450090019,9.247733854441609e-28
1540.2268453690738,1.0116648840504207e-27
1540.228645729146,1.1066489463997691e-27
1540.2304460892178,1.2104724814927058e-27
1540.23224644929,1.3239506986703398e-27
1540.2340468093619,1.447973294013874e-27
1540.2358471694338,1.5835111918591871e-27
1540.237647529506,1.7316238903668342e-27
1540.2394478895778,1.8934674648622584e-27
1540.24124824965,2.070303287485444e-27
1540.2430486097219,2.263507526083858e-27
1540.244848969794,2.4745814919832127e-27
1540.246649329866,2.7051629109519515e-27
1540.248449689938,2.9570381997457518e-27
1540.25025005001,3.232155836109748e-27
1540.2520504100821,3.5326409196640864e-27
1540.253850770154,3.86081102755799e-27
1540.255651130226,4.2191934800241105e-27
1540.257451490298,4.610544138939075e-27
1540.25925185037,5.037867874469342e-27
1540.2610522104421,5.504440846912088e-27
1540.262852570514,6.013834761669555e-27
1540.2646529305862,6.569943272135419e-27
1540.266453290658,7.177010716692657e-27
1540.2682536507302,7.839663396297621e-27
1540.2700540108021,8.562943612492656e-27
1540.2718543708743,9.352346709642413e-27
1540.2736547309462,1.0213861380886905e-26
1540.275455091018,1.1154013525468514e-26
1540.2772554510902,1.2179913964511666e-26
1540.2790558111622,1.3299310352111824e-26
1540.2808561712343,1.452064364834725e-26
1540.2826565313062,1.5853109547254503e-26
1540.2844568913783,1.7306725294809892e-26
1540.2862572514503,1.889240235953396e-26
1540.2880576115224,2.0622025468877122e-26
1540.2898579715943,2.250853855676357e-26
1540.2916583316664,2.4566038227279573e-26
1540.2934586917384,2.6809875377265037e-26
1540.2952590518103,2.925676569053984e-26
1540.2970594118824,3.1924909763342486e-26
1540.2988597719543,3.4834123694015325e-26
1540.3006601320265,3.800598104295599e-26
1540.3024604920984,4.146396713276687e-26
1540.3042608521705,4.523364676243719e-26
1540.3060612122424,4.9342846475319413e-26
1540.3078615723146,5.382185264565537e-26
1540.3096619323865,5.870362672524031e-26
1540.3114622924586,6.402403913904931e-26
1540.3132626525305,6.982212340854355e-26
1540.3150630126024,7.614035225392317e-26
1540.3168633726746,8.302493753841019e-26
1540.3186637327465,9.052615609744324e-26
1540.3204640928186,9.869870367314953e-26
1540.3222644528905,1.0760207932758387e-25
1540.3240648129627,1.1730100296323843e-25
1540.3258651730346,1.278658687353306e-25
1540.3276655331067,1.3937323744704598e-25
1540.3294658931786,1.519063712002669e-25
1540.3312662532508,1.6555581393510477e-25
1540.3330666133227,1.804200217032613e-25
1540.3348669733946,1.9660604694243457e-25
1540.3366673334667,2.142302812831097e-25
1540.3384676935386,2.3341926185574715e-25
1540.3402680536108,2.54310546494288e-25
1540.3420684136827,2.770536635951933e-25
1540.3438687737548,3.018111430125205e-25
1540.3456691338267,3.2875963473437003e-25
1540.3474694938989,3.580911228329144e-25
1540.3492698539708,3.900142426035264e-25
1540.351070214043,4.24755709685738e-25
1540.3528705741148,4.625618704519771e-25
1540.3546709341867,5.037003839749088e-25
1540.3564712942589,5.484620465019733e-25
1540.3582716543308,5.971627704171833e-25
1540.360072014403,6.501457306937863e-25
1540.3618723744748,7.077836926949746e-25
1540.363672734547,7.704815366810977e-25
1540.365473094619,8.386789952264543e-25
1540.367273454691,9.12853621553104e-25
1540.369073814763,9.935240077660102e-25
1540.370874174835,1.0812532740907889e-24
1540.372674534907,1.1766528513510643e-24
1540.374474894979,1.2803865813911944e-24
1540.376275255051,1.393175161579558e-24
1540.378075615123,1.5158009620400781e-24
1540.379875975195,1.6491132466862557e-24
1540.381676335267,1.7940338311180923e-24
1540.3834766953391,1.9515632140433204e-24
1540.385277055411,2.1227872208147317e-24
1540.3870774154832,2.30888420200365e-24
1540.388877775555,2.5111328321562388e-24
1540.390678135627,2.730920558920446e-24
1540.3924784956992,2.969752755546854e-24
1540.394278855771,3.2292626348593034e-24
1540.3960792158432,3.511221987681279e-24
1540.397879575915,3.817552812634122e-24
1540.3996799359873,4.1503399115506814e-24
1540.4014802960592,4.511844528510234e-24
1540.4032806561313,4.904519119303831e-24
1540.4050810162032,5.3310233424703855e-24
1540.4068813762754,5.7942413733456724e-24
1540.4086817363473,6.297300647578806e-24
1540.4104820964192,6.843592152552475e-24
1540.4122824564913,7.436792391519649e-24
1540.4140828165632,8.080887157267458e-24
1540.4158831766354,8.780197263535918e-24
1540.4176835367073,9.539406391393885e-24
1540.4194838967794,1.0363591225110054e-23
1540.4212842568513,1.1258254060459453e-23
1540.4230846169235,1.2229358089238294e-23
1540.4248849769954,1.3283365573400174e-23
1540.4266853370675,1.4427279146567635e-23
1540.4284856971394,1.56686864918119e-23
1540.4302860572113,1.7015808672847036e-23
